image_file,event_name,year,category,location,source_url
flood/flood_assam_2022_03.jpg,Assam Floods,2022,flood,"Assam, India",https://upload.wikimedia.org/wikipedia/commons/thumb/0/04/An_aerial_view_of_flood-affected_areas_of_Assam_on_July_02%2C_2012_%281%29.jpg/1280px-An_aerial_view_of_flood-affected_areas_of_Assam_on_July_02%2C_2012_%281%29.jpg
flood/flood_assam_2022_04.jpg,Assam Floods,2022,flood,"Assam, India",https://upload.wikimedia.org/wikipedia/commons/thumb/0/04/Assam_flood_in_2015.jpg/1280px-Assam_flood_in_2015.jpg
flood/flood_assam_2022_05.jpg,Assam Floods,2022,flood,"Assam, India",https://upload.wikimedia.org/wikipedia/commons/thumb/a/a7/EU_Civil_Protection_and_Humanitarian_Aid%2C_India_-_Assam_floods%2C_aug_2012.jpg/1280px-EU_Civil_Protection_and_Humanitarian_Aid%2C_India_-_Assam_floods%2C_aug_2012.jpg
flood/flood_assam_2022_06.jpg,Assam Floods,2022,flood,"Assam, India",https://upload.wikimedia.org/wikipedia/commons/thumb/f/fe/Flood_affected_area_%281%29.jpg/1280px-Flood_affected_area_%281%29.jpg
flood/flood_assam_2022_07.jpg,Assam Floods,2022,flood,"Assam, India",https://upload.wikimedia.org/wikipedia/commons/thumb/f/fa/Flood_affected_house_%281%29.jpg/1280px-Flood_affected_house_%281%29.jpg
flood/flood_assam_2022_08.jpg,Assam Floods,2022,flood,"Assam, India",https://upload.wikimedia.org/wikipedia/commons/thumb/0/00/Flood_affected_house_%282%29.jpg/1280px-Flood_affected_house_%282%29.jpg
flood/flood_assam_2022_09.jpg,Assam Floods,2022,flood,"Assam, India",https://upload.wikimedia.org/wikipedia/commons/thumb/8/82/Flood_affected_road.jpg/1280px-Flood_affected_road.jpg
flood/flood_assam_2022_10.jpg,Assam Floods,2022,flood,"Assam, India",https://upload.wikimedia.org/wikipedia/commons/thumb/2/22/Flood_affected_village.jpg/1280px-Flood_affected_village.jpg
flood/flood_chennai_2015_01.jpg,Chennai Floods,2015,flood,"Tamil Nadu, India",https://upload.wikimedia.org/wikipedia/commons/thumb/9/9b/2015_Floods.jpg/1280px-2015_Floods.jpg
flood/flood_chennai_2015_02.jpg,Chennai Floods,2015,flood,"Tamil Nadu, India",https://upload.wikimedia.org/wikipedia/commons/thumb/e/ef/2015_South_Indian_flood_Chennai_by_Indian_Air_Force_helicopters.jpg/1280px-2015_South_Indian_flood_Chennai_by_Indian_Air_Force_helicopters.jpg
flood/flood_chennai_2015_03.jpg,Chennai Floods,2015,flood,"Tamil Nadu, India",https://upload.wikimedia.org/wikipedia/commons/thumb/5/5d/2015_South_Indian_flood_Chennai_taken_by_Indian_Air_Force_helicopters.jpg/1280px-2015_South_Indian_flood_Chennai_taken_by_Indian_Air_Force_helicopters.jpg
flood/flood_chennai_2015_04.jpg,Chennai Floods,2015,flood,"Tamil Nadu, India",https://upload.wikimedia.org/wikipedia/commons/thumb/e/e1/Aerial_view_of_Chennai_during_floods.jpg/1280px-Aerial_view_of_Chennai_during_floods.jpg
flood/flood_chennai_2015_05.jpg,Chennai Floods,2015,flood,"Tamil Nadu, India",https://upload.wikimedia.org/wikipedia/commons/thumb/5/50/Aerial_view_of_Chennai_during_floods_-_2.jpg/1280px-Aerial_view_of_Chennai_during_floods_-_2.jpg
flood/flood_chennai_2015_06.jpg,Chennai Floods,2015,flood,"Tamil Nadu, India",https://upload.wikimedia.org/wikipedia/commons/thumb/1/13/Army_flood_relief_and_rescue_operations%2C_in_Chennai_on_November_17%2C_2015.jpg/1280px-Army_flood_relief_and_rescue_operations%2C_in_Chennai_on_November_17%2C_2015.jpg
flood/flood_chennai_2015_07.jpg,Chennai Floods,2015,flood,"Tamil Nadu, India",https://upload.wikimedia.org/wikipedia/commons/thumb/3/36/Army_flood_relief_and_rescue_operations%2C_in_Chennai_on_November_17%2C_2015_%281%29.jpg/1280px-Army_flood_relief_and_rescue_operations%2C_in_Chennai_on_November_17%2C_2015_%281%29.jpg
flood/flood_chennai_2015_08.jpg,Chennai Floods,2015,flood,"Tamil Nadu, India",https://upload.wikimedia.org/wikipedia/commons/thumb/d/db/Army_flood_relief_and_rescue_operations%2C_in_Chennai_on_November_17%2C_2015_%282%29.jpg/1280px-Army_flood_relief_and_rescue_operations%2C_in_Chennai_on_November_17%2C_2015_%282%29.jpg
flood/flood_chennai_2015_09.jpg,Chennai Floods,2015,flood,"Tamil Nadu, India",https://upload.wikimedia.org/wikipedia/commons/thumb/7/78/Army_flood_relief_and_rescue_operations%2C_in_Chennai_on_November_17%2C_2015_%283%29.jpg/1280px-Army_flood_relief_and_rescue_operations%2C_in_Chennai_on_November_17%2C_2015_%283%29.jpg
flood/flood_chennai_2015_10.jpg,Chennai Floods,2015,flood,"Tamil Nadu, India",https://upload.wikimedia.org/wikipedia/commons/2/2a/CHEENAI_2015.jpg
flood/flood_uttarakhand_2013_01.jpg,Uttarakhand Flash Floods,2013,flood,"Uttarakhand, India",
flood/flood_uttarakhand_2013_02.jpg,Uttarakhand Flash Floods,2013,flood,"Uttarakhand, India",https://upload.wikimedia.org/wikipedia/commons/thumb/3/31/An_aerial_view_of_flood-ravaged_Rudraprayag%2C_in_Uttarakhand.jpg/1280px-An_aerial_view_of_flood-ravaged_Rudraprayag%2C_in_Uttarakhand.jpg
flood/flood_uttarakhand_2013_03.jpg,Uttarakhand Flash Floods,2013,flood,"Uttarakhand, India",https://upload.wikimedia.org/wikipedia/commons/thumb/1/1b/Chandrababu_Naidu_addressing_flood_victims.jpg/1280px-Chandrababu_Naidu_addressing_flood_victims.jpg
flood/flood_uttarakhand_2013_04.jpg,Uttarakhand Flash Floods,2013,flood,"Uttarakhand, India",https://upload.wikimedia.org/wikipedia/commons/thumb/9/96/Chandrababu_Naidu_with_2013_flood_victims_01.jpg/1280px-Chandrababu_Naidu_with_2013_flood_victims_01.jpg
flood/flood_uttarakhand_2013_05.jpg,Uttarakhand Flash Floods,2013,flood,"Uttarakhand, India",https://upload.wikimedia.org/wikipedia/commons/thumb/4/4d/Chandrababu_Naidu_with_2013_flood_victims_02.jpg/1280px-Chandrababu_Naidu_with_2013_flood_victims_02.jpg
flood/flood_uttarakhand_2013_06.jpg,Uttarakhand Flash Floods,2013,flood,"Uttarakhand, India",https://upload.wikimedia.org/wikipedia/commons/thumb/2/27/Chandrababu_Naidu_with_2013_flood_victims_03.jpg/1280px-Chandrababu_Naidu_with_2013_flood_victims_03.jpg
flood/flood_uttarakhand_2013_07.jpg,Uttarakhand Flash Floods,2013,flood,"Uttarakhand, India",https://upload.wikimedia.org/wikipedia/commons/thumb/f/fd/Chandrababu_Naidu_with_2013_flood_victims_04.jpg/1280px-Chandrababu_Naidu_with_2013_flood_victims_04.jpg
flood/flood_uttarakhand_2013_08.jpg,Uttarakhand Flash Floods,2013,flood,"Uttarakhand, India",https://upload.wikimedia.org/wikipedia/commons/thumb/a/a9/Chandrababu_Naidu_with_2013_flood_victims_05.jpg/1280px-Chandrababu_Naidu_with_2013_flood_victims_05.jpg
flood/flood_uttarakhand_2013_09.jpg,Uttarakhand Flash Floods,2013,flood,"Uttarakhand, India",https://upload.wikimedia.org/wikipedia/commons/thumb/a/a4/Chandrababu_Naidu_with_2013_flood_victims_06.jpg/1280px-Chandrababu_Naidu_with_2013_flood_victims_06.jpg
flood/flood_uttarakhand_2013_10.jpg,Uttarakhand Flash Floods,2013,flood,"Uttarakhand, India",https://upload.wikimedia.org/wikipedia/commons/thumb/7/7f/Chandrababu_Naidu_with_2013_flood_victims_07.jpg/1280px-Chandrababu_Naidu_with_2013_flood_victims_07.jpg
flood/flood_pakistan_2022_01.jpg,Pakistan Floods,2022,flood,"Sindh, Balochistan, KPK, Pakistan",https://upload.wikimedia.org/wikipedia/commons/thumb/4/47/2010_Pakistan_floods_-_aerial_view_near_Ghazi.JPG/1280px-2010_Pakistan_floods_-_aerial_view_near_Ghazi.JPG
flood/flood_pakistan_2022_02.jpg,Pakistan Floods,2022,flood,"Sindh, Balochistan, KPK, Pakistan",https://upload.wikimedia.org/wikipedia/commons/thumb/5/5e/2010_Pakistan_floods_-_flown_out_Pakistanis.JPG/1280px-2010_Pakistan_floods_-_flown_out_Pakistanis.JPG
flood/flood_pakistan_2022_03.jpg,Pakistan Floods,2022,flood,"Sindh, Balochistan, KPK, Pakistan",https://upload.wikimedia.org/wikipedia/commons/thumb/5/53/2022_Pakistan_Floods_-_August_27%2C_2021_vs._August_27%2C_2022_in_Sindh.jpg/1280px-2022_Pakistan_Floods_-_August_27%2C_2021_vs._August_27%2C_2022_in_Sindh.jpg
flood/flood_pakistan_2022_04.jpg,Pakistan Floods,2022,flood,"Sindh, Balochistan, KPK, Pakistan",https://upload.wikimedia.org/wikipedia/commons/thumb/d/d9/Aerial_view_of_flooding%2C_Pakistan_2010.jpg/1280px-Aerial_view_of_flooding%2C_Pakistan_2010.jpg
flood/flood_pakistan_2022_05.jpg,Pakistan Floods,2022,flood,"Sindh, Balochistan, KPK, Pakistan",https://upload.wikimedia.org/wikipedia/commons/thumb/a/a2/Aerial_view_of_floods%2C_Pakistan_2010._Photo-_Australian_Government_%2810664794225%29.jpg/1280px-Aerial_view_of_floods%2C_Pakistan_2010._Photo-_Australian_Government_%2810664794225%29.jpg
flood/flood_pakistan_2022_06.jpg,Pakistan Floods,2022,flood,"Sindh, Balochistan, KPK, Pakistan",https://upload.wikimedia.org/wikipedia/commons/thumb/2/29/Aerial_view_of_floods%2C_Pakistan_2010._Photo-_Australian_Government_%2810664863836%29.jpg/1280px-Aerial_view_of_floods%2C_Pakistan_2010._Photo-_Australian_Government_%2810664863836%29.jpg
flood/flood_pakistan_2022_07.jpg,Pakistan Floods,2022,flood,"Sindh, Balochistan, KPK, Pakistan",https://upload.wikimedia.org/wikipedia/commons/thumb/8/8a/Defense.gov_photo_essay_100909-A-9180B-001.jpg/1280px-Defense.gov_photo_essay_100909-A-9180B-001.jpg
flood/flood_pakistan_2022_08.jpg,Pakistan Floods,2022,flood,"Sindh, Balochistan, KPK, Pakistan",https://upload.wikimedia.org/wikipedia/commons/thumb/a/ad/Defense.gov_photo_essay_100914-A-9180B-003.jpg/1280px-Defense.gov_photo_essay_100914-A-9180B-003.jpg
flood/flood_pakistan_2022_09.jpg,Pakistan Floods,2022,flood,"Sindh, Balochistan, KPK, Pakistan",https://upload.wikimedia.org/wikipedia/commons/thumb/e/e2/Devastating_floods_in_Pakistan.jpg/1280px-Devastating_floods_in_Pakistan.jpg
flood/flood_pakistan_2022_10.jpg,Pakistan Floods,2022,flood,"Sindh, Balochistan, KPK, Pakistan",https://upload.wikimedia.org/wikipedia/commons/thumb/b/b3/Disastrous_floods_continue_to_affect_Pakistan.jpg/1280px-Disastrous_floods_continue_to_affect_Pakistan.jpg
flood/flood_mumbai_2005_01.jpg,Mumbai Floods,2005,flood,"Maharashtra, India",https://upload.wikimedia.org/wikipedia/commons/f/f2/A_Fallen_Tree_in_Kulupwadi_Rd%2C_Borivali_%2835520292%29.jpg
flood/flood_mumbai_2005_02.jpg,Mumbai Floods,2005,flood,"Maharashtra, India",https://upload.wikimedia.org/wikipedia/commons/4/40/A_Santro_that_went_%22off_road%22_%2835520266%29.jpg
flood/flood_mumbai_2005_03.jpg,Mumbai Floods,2005,flood,"Maharashtra, India",https://upload.wikimedia.org/wikipedia/commons/c/c7/A_flood_light_at_the_D_Y_Patil_Stadium_%285739171528%29.jpg
flood/flood_mumbai_2005_04.jpg,Mumbai Floods,2005,flood,"Maharashtra, India",https://upload.wikimedia.org/wikipedia/commons/0/0d/An_ST_bus_near_the_WEH_flyover_at_Borivali_%2835520283%29.jpg
flood/flood_mumbai_2005_05.jpg,Mumbai Floods,2005,flood,"Maharashtra, India",https://upload.wikimedia.org/wikipedia/commons/1/1e/An_ST_bus_near_the_WEH_flyover_at_Borivali_%2835520287%29.jpg
flood/flood_mumbai_2005_06.jpg,Mumbai Floods,2005,flood,"Maharashtra, India",https://upload.wikimedia.org/wikipedia/commons/a/a8/Bombay_flooded_street.jpg
flood/flood_mumbai_2005_07.jpg,Mumbai Floods,2005,flood,"Maharashtra, India",https://upload.wikimedia.org/wikipedia/commons/6/67/Bombay_flooded_street2.jpg
flood/flood_mumbai_2005_08.jpg,Mumbai Floods,2005,flood,"Maharashtra, India",https://upload.wikimedia.org/wikipedia/commons/c/cc/Cracked_pavement_near_National_Park_%2835520277%29.jpg
flood/flood_mumbai_2005_09.png,Mumbai Floods,2005,flood,"Maharashtra, India",https://upload.wikimedia.org/wikipedia/commons/thumb/8/8c/Major_cities_threatened_by_sea_level_rise.png/1280px-Major_cities_threatened_by_sea_level_rise.png
flood/flood_mumbai_2005_10.jpg,Mumbai Floods,2005,flood,"Maharashtra, India",https://upload.wikimedia.org/wikipedia/commons/thumb/e/ed/Mumbai%2C_India_%E2%A5%81_%2827674519391%29.jpg/1280px-Mumbai%2C_India_%E2%A5%81_%2827674519391%29.jpg
flood/flood_bihar_2008_01.jpg,Bihar Floods,2008,flood,"Bihar, India",https://upload.wikimedia.org/wikipedia/commons/9/9b/2008_Bihar_floods.jpg
flood/flood_bihar_2008_02.jpg,Bihar Floods,2008,flood,"Bihar, India",https://upload.wikimedia.org/wikipedia/commons/thumb/6/69/A_flood_victim_being_rescued_by_IAF_helicopter_in_Bihar.jpg/1280px-A_flood_victim_being_rescued_by_IAF_helicopter_in_Bihar.jpg
flood/flood_bihar_2008_03.jpg,Bihar Floods,2008,flood,"Bihar, India",https://upload.wikimedia.org/wikipedia/commons/thumb/7/7f/An_aerial_view_of_the_flood_affected_village_where_the_people_are_sitting_on_the_top_of_their_houses_in_Bihar.jpg/1280px-An_aerial_view_of_the_flood_affected_village_where_the_people_are_sitting_on_the_top_of_their_houses_in_Bihar.jpg
flood/flood_bihar_2008_04.jpg,Bihar Floods,2008,flood,"Bihar, India",https://upload.wikimedia.org/wikipedia/commons/thumb/9/94/An_aerial_view_of_the_flood_affected_villages_in_Bihar.jpg/1280px-An_aerial_view_of_the_flood_affected_villages_in_Bihar.jpg
flood/flood_bihar_2008_05.jpg,Bihar Floods,2008,flood,"Bihar, India",https://upload.wikimedia.org/wikipedia/commons/thumb/6/60/An_aerial_view_of_the_flood_affected_villages_where_the_relief_material_being_dropped_by_the_IAF_helicopter_in_Bihar.jpg/1280px-An_aerial_view_of_the_flood_affected_villages_where_the_relief_material_being_dropped_by_the_IAF_helicopter_in_Bihar.jpg
flood/flood_bihar_2008_06.jpg,Bihar Floods,2008,flood,"Bihar, India",https://upload.wikimedia.org/wikipedia/commons/thumb/6/62/Flooded_Bihar.JPG/1280px-Flooded_Bihar.JPG
flood/flood_bihar_2008_07.jpg,Bihar Floods,2008,flood,"Bihar, India",https://upload.wikimedia.org/wikipedia/commons/thumb/7/74/NDRF_in_Bihar_Flood.jpg/1280px-NDRF_in_Bihar_Flood.jpg
flood/flood_bihar_2008_08.jpg,Bihar Floods,2008,flood,"Bihar, India",https://upload.wikimedia.org/wikipedia/commons/thumb/0/02/NDRF_in_Bihar_Flood_2.jpg/1280px-NDRF_in_Bihar_Flood_2.jpg
flood/flood_bihar_2008_09.jpg,Bihar Floods,2008,flood,"Bihar, India",https://upload.wikimedia.org/wikipedia/commons/thumb/b/b4/Ram_Vilas_Paswan_addressing_the_press_on_the_relief_measures_being_undertaken_in_the_flood_affected_areas_of_Bihar_by_the_PSUs_under_the_Ministry_of_Steel%2C_in_New_Delhi_on_September_01%2C_2008.jpg/1280px-thumbnail.jpg
flood/flood_bihar_2008_10.jpg,Bihar Floods,2008,flood,"Bihar, India",https://upload.wikimedia.org/wikipedia/commons/thumb/3/3b/The_relief_supplies_material_for_Bihar_flood_affected_areas_being_unloaded_from_IAF_helicopter_at_Purnia_Airport_in_Bihar.jpg/1280px-The_relief_supplies_material_for_Bihar_flood_affected_areas_being_unloaded_from_IAF_helicopter_at_Purnia_Airport_in_Bihar.jpg
flood/flood_kashmir_2014_01.jpg,Kashmir Floods,2014,flood,"Jammu and Kashmir, India",https://upload.wikimedia.org/wikipedia/commons/thumb/1/11/A_long_queue_of_the_rescued_people_from_flood_ravaged_Jammu_%26_Kashmir_boarding_the_IAF%E2%80%99s_IL-76_transport_aircraft%2C_on_September_11%2C_2014.jpg/1280px-A_long_queue_of_the_rescued_people_from_flood_ravaged_Jammu_%26_Kashmir_boarding_the_IAF%E2%80%99s_IL-76_transport_aircraft%2C_on_September_11%2C_2014.jpg
flood/flood_kashmir_2014_02.jpg,Kashmir Floods,2014,flood,"Jammu and Kashmir, India",https://upload.wikimedia.org/wikipedia/commons/thumb/c/c6/A_mysterious_figure_head_shaped_from_the_side_of_a_mountain_in_Azad_Kashmir.jpg/1280px-A_mysterious_figure_head_shaped_from_the_side_of_a_mountain_in_Azad_Kashmir.jpg
flood/flood_kashmir_2014_03.jpg,Kashmir Floods,2014,flood,"Jammu and Kashmir, India",https://upload.wikimedia.org/wikipedia/commons/thumb/9/96/An_aerial_view_of_flood_affected_area_of_Jammu_%26_Kashmir%2C_on_September_10%2C_2014.jpg/1280px-An_aerial_view_of_flood_affected_area_of_Jammu_%26_Kashmir%2C_on_September_10%2C_2014.jpg
flood/flood_kashmir_2014_04.jpg,Kashmir Floods,2014,flood,"Jammu and Kashmir, India",https://upload.wikimedia.org/wikipedia/commons/thumb/5/55/PM_Modi_meets_various_groups_of_flood_affected_people_in_Srinagar.jpg/1280px-PM_Modi_meets_various_groups_of_flood_affected_people_in_Srinagar.jpg
flood/flood_kashmir_2014_05.jpg,Kashmir Floods,2014,flood,"Jammu and Kashmir, India",https://upload.wikimedia.org/wikipedia/commons/8/8f/Rapid_Action_Medical_Team_%28RAMT%29_equipment_being_offloaded_from_IAF_C-17_Globemaster_III_at_Awantipur_Air_Base_during_the_flood_relief_operation_being_carried_out_in_J%26K%2C_on_September_07%2C_2014.jpg
flood/flood_kashmir_2014_06.jpg,Kashmir Floods,2014,flood,"Jammu and Kashmir, India",https://upload.wikimedia.org/wikipedia/commons/thumb/9/92/Relief_materials_are_being_loaded_in_an_Indian_Air_Force_helicopter_for_distribution_among_the_flood_affected_people_in_Jammu_%26_Kashmir%2C_on_September_11%2C_2014.jpg/1280px-thumbnail.jpg
flood/flood_kashmir_2014_07.jpg,Kashmir Floods,2014,flood,"Jammu and Kashmir, India",https://upload.wikimedia.org/wikipedia/commons/thumb/5/52/Stranded_people_from_flood_affected_areas_of_Jammu_%26_Kashmir_are_being_evacuated_to_safer_place_by_the_armed_forces%2C_on_September_11%2C_2014.jpg/1280px-Stranded_people_from_flood_affected_areas_of_Jammu_%26_Kashmir_are_being_evacuated_to_safer_place_by_the_armed_forces%2C_on_September_11%2C_2014.jpg
flood/flood_kashmir_2014_08.jpg,Kashmir Floods,2014,flood,"Jammu and Kashmir, India",https://upload.wikimedia.org/wikipedia/commons/thumb/a/a2/Stranded_people_signaling_for_help_in_the_flood_affected_part_of_Srinagar_on_September_09%2C_2014.jpg/1280px-Stranded_people_signaling_for_help_in_the_flood_affected_part_of_Srinagar_on_September_09%2C_2014.jpg
flood/flood_kashmir_2014_09.jpg,Kashmir Floods,2014,flood,"Jammu and Kashmir, India",https://upload.wikimedia.org/wikipedia/commons/thumb/a/a6/Stranded_tourists_from_flood_affected_areas_of_Jammu_%26_Kashmir_are_being_evacuated_to_safer_place_by_the_armed_forces%2C_on_September_11%2C_2014.jpg/1280px-Stranded_tourists_from_flood_affected_areas_of_Jammu_%26_Kashmir_are_being_evacuated_to_safer_place_by_the_armed_forces%2C_on_September_11%2C_2014.jpg
flood/flood_kashmir_2014_10.jpg,Kashmir Floods,2014,flood,"Jammu and Kashmir, India",https://upload.wikimedia.org/wikipedia/commons/thumb/2/2c/The_Indian_Air_Force_Helicopters_carrying_out_rescue%2C_relief_and_evacuation_of_people_marooned_during_the_flood_fury%2C_in_Jammu_and_Kashmir_on_September_06%2C_2014.jpg/1280px-thumbnail.jpg
flood/flood_bangladesh_2020_01.jpg,Bangladesh Floods,2020,flood,"Sylhet, Dhaka, Bangladesh",https://upload.wikimedia.org/wikipedia/commons/thumb/4/44/Bangladesh_Floods_%2846200454684%29.jpg/1280px-Bangladesh_Floods_%2846200454684%29.jpg
flood/flood_bangladesh_2020_02.jpg,Bangladesh Floods,2020,flood,"Sylhet, Dhaka, Bangladesh",https://upload.wikimedia.org/wikipedia/commons/thumb/8/86/Bangladesh_Floods_%2846873174802%29.jpg/1280px-Bangladesh_Floods_%2846873174802%29.jpg
flood/flood_bangladesh_2020_03.png,Bangladesh Floods,2020,flood,"Sylhet, Dhaka, Bangladesh",https://upload.wikimedia.org/wikipedia/commons/thumb/4/47/Bangladesh_Floods_2017_%2850308078583%29.png/1280px-Bangladesh_Floods_2017_%2850308078583%29.png
flood/flood_bangladesh_2020_04.png,Bangladesh Floods,2020,flood,"Sylhet, Dhaka, Bangladesh",https://upload.wikimedia.org/wikipedia/commons/thumb/6/66/Bangladesh_Floods_2019_%2850308784941%29.png/1280px-Bangladesh_Floods_2019_%2850308784941%29.png
flood/flood_bangladesh_2020_05.png,Bangladesh Floods,2020,flood,"Sylhet, Dhaka, Bangladesh",https://upload.wikimedia.org/wikipedia/commons/thumb/8/81/Devastating_floods_in_eastern_Bangladesh_%28Copernicus_2024-09-03%29.png/1280px-Devastating_floods_in_eastern_Bangladesh_%28Copernicus_2024-09-03%29.png
flood/flood_bangladesh_2020_06.jpg,Bangladesh Floods,2020,flood,"Sylhet, Dhaka, Bangladesh",https://upload.wikimedia.org/wikipedia/commons/thumb/2/20/Disastrous_floods_in_Bangladesh.jpg/1280px-Disastrous_floods_in_Bangladesh.jpg
flood/flood_bangladesh_2020_07.jpg,Bangladesh Floods,2020,flood,"Sylhet, Dhaka, Bangladesh",https://upload.wikimedia.org/wikipedia/commons/thumb/8/80/Feni%2C_Bangladesh%2C_flood_patterns_showing_spatial_changes_in_recession_and_floods_between_2022_and_2023_and_2023_and_2024.jpg/1280px-Feni%2C_Bangladesh%2C_flood_patterns_showing_spatial_changes_in_recession_and_floods_between_2022_and_2023_and_2023_and_2024.jpg
flood/flood_bangladesh_2020_08.jpg,Bangladesh Floods,2020,flood,"Sylhet, Dhaka, Bangladesh",https://upload.wikimedia.org/wikipedia/commons/thumb/c/c1/Flood_in_bangladesh_2016_4.jpg/1280px-Flood_in_bangladesh_2016_4.jpg
flood/flood_bangladesh_2020_09.jpg,Bangladesh Floods,2020,flood,"Sylhet, Dhaka, Bangladesh",https://upload.wikimedia.org/wikipedia/commons/thumb/6/63/Flooding_in_Bangladesh_%28MODIS_2025-06-11%29.jpg/1280px-Flooding_in_Bangladesh_%28MODIS_2025-06-11%29.jpg
flood/flood_bangladesh_2020_10.jpg,Bangladesh Floods,2020,flood,"Sylhet, Dhaka, Bangladesh",https://upload.wikimedia.org/wikipedia/commons/thumb/6/6f/Flooding_in_Bangladesh_ESA240522.jpg/1280px-Flooding_in_Bangladesh_ESA240522.jpg
flood/flood_germany_2021_01.jpg,Germany Floods,2021,flood,"Rhineland-Palatinate, Germany",https://upload.wikimedia.org/wikipedia/commons/thumb/a/a3/Christmas_flood_1717.jpg/1280px-Christmas_flood_1717.jpg
flood/flood_germany_2021_02.jpg,Germany Floods,2021,flood,"Rhineland-Palatinate, Germany",https://upload.wikimedia.org/wikipedia/commons/thumb/c/cf/Consequences_of_the_floodings_in_Ahrweiler%2C_Germany.10.jpg/1280px-Consequences_of_the_floodings_in_Ahrweiler%2C_Germany.10.jpg
flood/flood_germany_2021_03.jpg,Germany Floods,2021,flood,"Rhineland-Palatinate, Germany",https://upload.wikimedia.org/wikipedia/commons/thumb/4/44/Consequences_of_the_floodings_in_Ahrweiler%2C_Germany.14.jpg/1280px-Consequences_of_the_floodings_in_Ahrweiler%2C_Germany.14.jpg
flood/flood_germany_2021_04.jpg,Germany Floods,2021,flood,"Rhineland-Palatinate, Germany",https://upload.wikimedia.org/wikipedia/commons/thumb/2/2d/Consequences_of_the_floodings_in_Ahrweiler%2C_Germany.16.jpg/1280px-Consequences_of_the_floodings_in_Ahrweiler%2C_Germany.16.jpg
flood/flood_germany_2021_05.jpg,Germany Floods,2021,flood,"Rhineland-Palatinate, Germany",https://upload.wikimedia.org/wikipedia/commons/thumb/2/29/Consequences_of_the_floodings_in_Ahrweiler%2C_Germany.18.jpg/1280px-Consequences_of_the_floodings_in_Ahrweiler%2C_Germany.18.jpg
flood/flood_germany_2021_06.jpg,Germany Floods,2021,flood,"Rhineland-Palatinate, Germany",https://upload.wikimedia.org/wikipedia/commons/thumb/a/af/Consequences_of_the_floodings_in_Ahrweiler%2C_Germany.25.jpg/1280px-Consequences_of_the_floodings_in_Ahrweiler%2C_Germany.25.jpg
