video_stem,category,frame_path,frame_filename,frame_number
BQW07xCjz0E_142_146,cyclone,C:\Users\ujjes\OneDrive\Desktop\vlm-disaster-analyzer\datasets\video_dataset\extracted_frames\cyclone\BQW07xCjz0E_142_146\frame_004.jpg,frame_004.jpg,4
BQW07xCjz0E_225_228,cyclone,C:\Users\ujjes\OneDrive\Desktop\vlm-disaster-analyzer\datasets\video_dataset\extracted_frames\cyclone\BQW07xCjz0E_225_228\frame_001.jpg,frame_001.jpg,1
BQW07xCjz0E_225_228,cyclone,C:\Users\ujjes\OneDrive\Desktop\vlm-disaster-analyzer\datasets\video_dataset\extracted_frames\cyclone\BQW07xCjz0E_225_228\frame_002.jpg,frame_002.jpg,2
BQW07xCjz0E_225_228,cyclone,C:\Users\ujjes\OneDrive\Desktop\vlm-disaster-analyzer\datasets\video_dataset\extracted_frames\cyclone\BQW07xCjz0E_225_228\frame_003.jpg,frame_003.jpg,3
BQW07xCjz0E_225_228,cyclone,C:\Users\ujjes\OneDrive\Desktop\vlm-disaster-analyzer\datasets\video_dataset\extracted_frames\cyclone\BQW07xCjz0E_225_228\frame_004.jpg,frame_004.jpg,4
cYxN1yfg_AE_41_44,cyclone,C:\Users\ujjes\OneDrive\Desktop\vlm-disaster-analyzer\datasets\video_dataset\extracted_frames\cyclone\cYxN1yfg_AE_41_44\frame_001.jpg,frame_001.jpg,1
cYxN1yfg_AE_41_44,cyclone,C:\Users\ujjes\OneDrive\Desktop\vlm-disaster-analyzer\datasets\video_dataset\extracted_frames\cyclone\cYxN1yfg_AE_41_44\frame_002.jpg,frame_002.jpg,2
cYxN1yfg_AE_41_44,cyclone,C:\Users\ujjes\OneDrive\Desktop\vlm-disaster-analyzer\datasets\video_dataset\extracted_frames\cyclone\cYxN1yfg_AE_41_44\frame_003.jpg,frame_003.jpg,3
cYxN1yfg_AE_41_44,cyclone,C:\Users\ujjes\OneDrive\Desktop\vlm-disaster-analyzer\datasets\video_dataset\extracted_frames\cyclone\cYxN1yfg_AE_41_44\frame_004.jpg,frame_004.jpg,4
fj5kH_OZLDc_15_20,cyclone,C:\Users\ujjes\OneDrive\Desktop\vlm-disaster-analyzer\datasets\video_dataset\extracted_frames\cyclone\fj5kH_OZLDc_15_20\frame_001.jpg,frame_001.jpg,1
fj5kH_OZLDc_15_20,cyclone,C:\Users\ujjes\OneDrive\Desktop\vlm-disaster-analyzer\datasets\video_dataset\extracted_frames\cyclone\fj5kH_OZLDc_15_20\frame_002.jpg,frame_002.jpg,2
fj5kH_OZLDc_15_20,cyclone,C:\Users\ujjes\OneDrive\Desktop\vlm-disaster-analyzer\datasets\video_dataset\extracted_frames\cyclone\fj5kH_OZLDc_15_20\frame_003.jpg,frame_003.jpg,3
fj5kH_OZLDc_15_20,cyclone,C:\Users\ujjes\OneDrive\Desktop\vlm-disaster-analyzer\datasets\video_dataset\extracted_frames\cyclone\fj5kH_OZLDc_15_20\frame_004.jpg,frame_004.jpg,4
IwRDlZsq-7E_162_166,cyclone,C:\Users\ujjes\OneDrive\Desktop\vlm-disaster-analyzer\datasets\video_dataset\extracted_frames\cyclone\IwRDlZsq-7E_162_166\frame_001.jpg,frame_001.jpg,1
IwRDlZsq-7E_162_166,cyclone,C:\Users\ujjes\OneDrive\Desktop\vlm-disaster-analyzer\datasets\video_dataset\extracted_frames\cyclone\IwRDlZsq-7E_162_166\frame_002.jpg,frame_002.jpg,2
IwRDlZsq-7E_162_166,cyclone,C:\Users\ujjes\OneDrive\Desktop\vlm-disaster-analyzer\datasets\video_dataset\extracted_frames\cyclone\IwRDlZsq-7E_162_166\frame_003.jpg,frame_003.jpg,3
IwRDlZsq-7E_162_166,cyclone,C:\Users\ujjes\OneDrive\Desktop\vlm-disaster-analyzer\datasets\video_dataset\extracted_frames\cyclone\IwRDlZsq-7E_162_166\frame_004.jpg,frame_004.jpg,4
IwRDlZsq-7E_382_385,cyclone,C:\Users\ujjes\OneDrive\Desktop\vlm-disaster-analyzer\datasets\video_dataset\extracted_frames\cyclone\IwRDlZsq-7E_382_385\frame_001.jpg,frame_001.jpg,1
IwRDlZsq-7E_382_385,cyclone,C:\Users\ujjes\OneDrive\Desktop\vlm-disaster-analyzer\datasets\video_dataset\extracted_frames\cyclone\IwRDlZsq-7E_382_385\frame_002.jpg,frame_002.jpg,2
IwRDlZsq-7E_382_385,cyclone,C:\Users\ujjes\OneDrive\Desktop\vlm-disaster-analyzer\datasets\video_dataset\extracted_frames\cyclone\IwRDlZsq-7E_382_385\frame_003.jpg,frame_003.jpg,3
IwRDlZsq-7E_382_385,cyclone,C:\Users\ujjes\OneDrive\Desktop\vlm-disaster-analyzer\datasets\video_dataset\extracted_frames\cyclone\IwRDlZsq-7E_382_385\frame_004.jpg,frame_004.jpg,4
rbcDQuc9mao_14_21,cyclone,C:\Users\ujjes\OneDrive\Desktop\vlm-disaster-analyzer\datasets\video_dataset\extracted_frames\cyclone\rbcDQuc9mao_14_21\frame_001.jpg,frame_001.jpg,1
rbcDQuc9mao_14_21,cyclone,C:\Users\ujjes\OneDrive\Desktop\vlm-disaster-analyzer\datasets\video_dataset\extracted_frames\cyclone\rbcDQuc9mao_14_21\frame_002.jpg,frame_002.jpg,2
rbcDQuc9mao_14_21,cyclone,C:\Users\ujjes\OneDrive\Desktop\vlm-disaster-analyzer\datasets\video_dataset\extracted_frames\cyclone\rbcDQuc9mao_14_21\frame_003.jpg,frame_003.jpg,3
rbcDQuc9mao_14_21,cyclone,C:\Users\ujjes\OneDrive\Desktop\vlm-disaster-analyzer\datasets\video_dataset\extracted_frames\cyclone\rbcDQuc9mao_14_21\frame_004.jpg,frame_004.jpg,4
wSXvcveNSTQ_118_123,cyclone,C:\Users\ujjes\OneDrive\Desktop\vlm-disaster-analyzer\datasets\video_dataset\extracted_frames\cyclone\wSXvcveNSTQ_118_123\frame_001.jpg,frame_001.jpg,1
wSXvcveNSTQ_118_123,cyclone,C:\Users\ujjes\OneDrive\Desktop\vlm-disaster-analyzer\datasets\video_dataset\extracted_frames\cyclone\wSXvcveNSTQ_118_123\frame_002.jpg,frame_002.jpg,2
wSXvcveNSTQ_118_123,cyclone,C:\Users\ujjes\OneDrive\Desktop\vlm-disaster-analyzer\datasets\video_dataset\extracted_frames\cyclone\wSXvcveNSTQ_118_123\frame_003.jpg,frame_003.jpg,3
wSXvcveNSTQ_118_123,cyclone,C:\Users\ujjes\OneDrive\Desktop\vlm-disaster-analyzer\datasets\video_dataset\extracted_frames\cyclone\wSXvcveNSTQ_118_123\frame_004.jpg,frame_004.jpg,4
wSXvcveNSTQ_24_29,cyclone,C:\Users\ujjes\OneDrive\Desktop\vlm-disaster-analyzer\datasets\video_dataset\extracted_frames\cyclone\wSXvcveNSTQ_24_29\frame_001.jpg,frame_001.jpg,1
wSXvcveNSTQ_24_29,cyclone,C:\Users\ujjes\OneDrive\Desktop\vlm-disaster-analyzer\datasets\video_dataset\extracted_frames\cyclone\wSXvcveNSTQ_24_29\frame_002.jpg,frame_002.jpg,2
wSXvcveNSTQ_24_29,cyclone,C:\Users\ujjes\OneDrive\Desktop\vlm-disaster-analyzer\datasets\video_dataset\extracted_frames\cyclone\wSXvcveNSTQ_24_29\frame_003.jpg,frame_003.jpg,3
wSXvcveNSTQ_24_29,cyclone,C:\Users\ujjes\OneDrive\Desktop\vlm-disaster-analyzer\datasets\video_dataset\extracted_frames\cyclone\wSXvcveNSTQ_24_29\frame_004.jpg,frame_004.jpg,4
WXQYrsi_jns_0_5,cyclone,C:\Users\ujjes\OneDrive\Desktop\vlm-disaster-analyzer\datasets\video_dataset\extracted_frames\cyclone\WXQYrsi_jns_0_5\frame_001.jpg,frame_001.jpg,1
WXQYrsi_jns_0_5,cyclone,C:\Users\ujjes\OneDrive\Desktop\vlm-disaster-analyzer\datasets\video_dataset\extracted_frames\cyclone\WXQYrsi_jns_0_5\frame_002.jpg,frame_002.jpg,2
WXQYrsi_jns_0_5,cyclone,C:\Users\ujjes\OneDrive\Desktop\vlm-disaster-analyzer\datasets\video_dataset\extracted_frames\cyclone\WXQYrsi_jns_0_5\frame_003.jpg,frame_003.jpg,3
WXQYrsi_jns_0_5,cyclone,C:\Users\ujjes\OneDrive\Desktop\vlm-disaster-analyzer\datasets\video_dataset\extracted_frames\cyclone\WXQYrsi_jns_0_5\frame_004.jpg,frame_004.jpg,4
XlJBLG3STdg_27_34,cyclone,C:\Users\ujjes\OneDrive\Desktop\vlm-disaster-analyzer\datasets\video_dataset\extracted_frames\cyclone\XlJBLG3STdg_27_34\frame_001.jpg,frame_001.jpg,1
XlJBLG3STdg_27_34,cyclone,C:\Users\ujjes\OneDrive\Desktop\vlm-disaster-analyzer\datasets\video_dataset\extracted_frames\cyclone\XlJBLG3STdg_27_34\frame_002.jpg,frame_002.jpg,2
XlJBLG3STdg_27_34,cyclone,C:\Users\ujjes\OneDrive\Desktop\vlm-disaster-analyzer\datasets\video_dataset\extracted_frames\cyclone\XlJBLG3STdg_27_34\frame_003.jpg,frame_003.jpg,3
XlJBLG3STdg_27_34,cyclone,C:\Users\ujjes\OneDrive\Desktop\vlm-disaster-analyzer\datasets\video_dataset\extracted_frames\cyclone\XlJBLG3STdg_27_34\frame_004.jpg,frame_004.jpg,4
XlJBLG3STdg_39_45,cyclone,C:\Users\ujjes\OneDrive\Desktop\vlm-disaster-analyzer\datasets\video_dataset\extracted_frames\cyclone\XlJBLG3STdg_39_45\frame_001.jpg,frame_001.jpg,1
XlJBLG3STdg_39_45,cyclone,C:\Users\ujjes\OneDrive\Desktop\vlm-disaster-analyzer\datasets\video_dataset\extracted_frames\cyclone\XlJBLG3STdg_39_45\frame_002.jpg,frame_002.jpg,2
XlJBLG3STdg_39_45,cyclone,C:\Users\ujjes\OneDrive\Desktop\vlm-disaster-analyzer\datasets\video_dataset\extracted_frames\cyclone\XlJBLG3STdg_39_45\frame_003.jpg,frame_003.jpg,3
XlJBLG3STdg_39_45,cyclone,C:\Users\ujjes\OneDrive\Desktop\vlm-disaster-analyzer\datasets\video_dataset\extracted_frames\cyclone\XlJBLG3STdg_39_45\frame_004.jpg,frame_004.jpg,4
9HhA9IlQ3f0_2_6,earthquake,C:\Users\ujjes\OneDrive\Desktop\vlm-disaster-analyzer\datasets\video_dataset\extracted_frames\earthquake\9HhA9IlQ3f0_2_6\frame_001.jpg,frame_001.jpg,1
9HhA9IlQ3f0_2_6,earthquake,C:\Users\ujjes\OneDrive\Desktop\vlm-disaster-analyzer\datasets\video_dataset\extracted_frames\earthquake\9HhA9IlQ3f0_2_6\frame_002.jpg,frame_002.jpg,2
9HhA9IlQ3f0_2_6,earthquake,C:\Users\ujjes\OneDrive\Desktop\vlm-disaster-analyzer\datasets\video_dataset\extracted_frames\earthquake\9HhA9IlQ3f0_2_6\frame_003.jpg,frame_003.jpg,3
9HhA9IlQ3f0_2_6,earthquake,C:\Users\ujjes\OneDrive\Desktop\vlm-disaster-analyzer\datasets\video_dataset\extracted_frames\earthquake\9HhA9IlQ3f0_2_6\frame_004.jpg,frame_004.jpg,4
BH8FgujV3nA_17_20,earthquake,C:\Users\ujjes\OneDrive\Desktop\vlm-disaster-analyzer\datasets\video_dataset\extracted_frames\earthquake\BH8FgujV3nA_17_20\frame_001.jpg,frame_001.jpg,1
BH8FgujV3nA_17_20,earthquake,C:\Users\ujjes\OneDrive\Desktop\vlm-disaster-analyzer\datasets\video_dataset\extracted_frames\earthquake\BH8FgujV3nA_17_20\frame_002.jpg,frame_002.jpg,2
BH8FgujV3nA_17_20,earthquake,C:\Users\ujjes\OneDrive\Desktop\vlm-disaster-analyzer\datasets\video_dataset\extracted_frames\earthquake\BH8FgujV3nA_17_20\frame_003.jpg,frame_003.jpg,3
BH8FgujV3nA_17_20,earthquake,C:\Users\ujjes\OneDrive\Desktop\vlm-disaster-analyzer\datasets\video_dataset\extracted_frames\earthquake\BH8FgujV3nA_17_20\frame_004.jpg,frame_004.jpg,4
CSRWvYaZxhg_251_255,earthquake,C:\Users\ujjes\OneDrive\Desktop\vlm-disaster-analyzer\datasets\video_dataset\extracted_frames\earthquake\CSRWvYaZxhg_251_255\frame_001.jpg,frame_001.jpg,1
CSRWvYaZxhg_251_255,earthquake,C:\Users\ujjes\OneDrive\Desktop\vlm-disaster-analyzer\datasets\video_dataset\extracted_frames\earthquake\CSRWvYaZxhg_251_255\frame_002.jpg,frame_002.jpg,2
CSRWvYaZxhg_251_255,earthquake,C:\Users\ujjes\OneDrive\Desktop\vlm-disaster-analyzer\datasets\video_dataset\extracted_frames\earthquake\CSRWvYaZxhg_251_255\frame_003.jpg,frame_003.jpg,3
CSRWvYaZxhg_251_255,earthquake,C:\Users\ujjes\OneDrive\Desktop\vlm-disaster-analyzer\datasets\video_dataset\extracted_frames\earthquake\CSRWvYaZxhg_251_255\frame_004.jpg,frame_004.jpg,4
CTlQWTyje_w_128_131,earthquake,C:\Users\ujjes\OneDrive\Desktop\vlm-disaster-analyzer\datasets\video_dataset\extracted_frames\earthquake\CTlQWTyje_w_128_131\frame_001.jpg,frame_001.jpg,1
CTlQWTyje_w_128_131,earthquake,C:\Users\ujjes\OneDrive\Desktop\vlm-disaster-analyzer\datasets\video_dataset\extracted_frames\earthquake\CTlQWTyje_w_128_131\frame_002.jpg,frame_002.jpg,2
CTlQWTyje_w_128_131,earthquake,C:\Users\ujjes\OneDrive\Desktop\vlm-disaster-analyzer\datasets\video_dataset\extracted_frames\earthquake\CTlQWTyje_w_128_131\frame_003.jpg,frame_003.jpg,3
CTlQWTyje_w_128_131,earthquake,C:\Users\ujjes\OneDrive\Desktop\vlm-disaster-analyzer\datasets\video_dataset\extracted_frames\earthquake\CTlQWTyje_w_128_131\frame_004.jpg,frame_004.jpg,4
Hsszc0zeOCk_138_141,earthquake,C:\Users\ujjes\OneDrive\Desktop\vlm-disaster-analyzer\datasets\video_dataset\extracted_frames\earthquake\Hsszc0zeOCk_138_141\frame_001.jpg,frame_001.jpg,1
Hsszc0zeOCk_138_141,earthquake,C:\Users\ujjes\OneDrive\Desktop\vlm-disaster-analyzer\datasets\video_dataset\extracted_frames\earthquake\Hsszc0zeOCk_138_141\frame_002.jpg,frame_002.jpg,2
Hsszc0zeOCk_138_141,earthquake,C:\Users\ujjes\OneDrive\Desktop\vlm-disaster-analyzer\datasets\video_dataset\extracted_frames\earthquake\Hsszc0zeOCk_138_141\frame_003.jpg,frame_003.jpg,3
Hsszc0zeOCk_138_141,earthquake,C:\Users\ujjes\OneDrive\Desktop\vlm-disaster-analyzer\datasets\video_dataset\extracted_frames\earthquake\Hsszc0zeOCk_138_141\frame_004.jpg,frame_004.jpg,4
Hsszc0zeOCk_172_174,earthquake,C:\Users\ujjes\OneDrive\Desktop\vlm-disaster-analyzer\datasets\video_dataset\extracted_frames\earthquake\Hsszc0zeOCk_172_174\frame_001.jpg,frame_001.jpg,1
Hsszc0zeOCk_172_174,earthquake,C:\Users\ujjes\OneDrive\Desktop\vlm-disaster-analyzer\datasets\video_dataset\extracted_frames\earthquake\Hsszc0zeOCk_172_174\frame_002.jpg,frame_002.jpg,2
Hsszc0zeOCk_172_174,earthquake,C:\Users\ujjes\OneDrive\Desktop\vlm-disaster-analyzer\datasets\video_dataset\extracted_frames\earthquake\Hsszc0zeOCk_172_174\frame_003.jpg,frame_003.jpg,3
Hsszc0zeOCk_172_174,earthquake,C:\Users\ujjes\OneDrive\Desktop\vlm-disaster-analyzer\datasets\video_dataset\extracted_frames\earthquake\Hsszc0zeOCk_172_174\frame_004.jpg,frame_004.jpg,4
IgDd3SKZgxo_560_563,earthquake,C:\Users\ujjes\OneDrive\Desktop\vlm-disaster-analyzer\datasets\video_dataset\extracted_frames\earthquake\IgDd3SKZgxo_560_563\frame_001.jpg,frame_001.jpg,1
IgDd3SKZgxo_560_563,earthquake,C:\Users\ujjes\OneDrive\Desktop\vlm-disaster-analyzer\datasets\video_dataset\extracted_frames\earthquake\IgDd3SKZgxo_560_563\frame_002.jpg,frame_002.jpg,2
IgDd3SKZgxo_560_563,earthquake,C:\Users\ujjes\OneDrive\Desktop\vlm-disaster-analyzer\datasets\video_dataset\extracted_frames\earthquake\IgDd3SKZgxo_560_563\frame_003.jpg,frame_003.jpg,3
IgDd3SKZgxo_560_563,earthquake,C:\Users\ujjes\OneDrive\Desktop\vlm-disaster-analyzer\datasets\video_dataset\extracted_frames\earthquake\IgDd3SKZgxo_560_563\frame_004.jpg,frame_004.jpg,4
McjIOGWmTTk_132_134,earthquake,C:\Users\ujjes\OneDrive\Desktop\vlm-disaster-analyzer\datasets\video_dataset\extracted_frames\earthquake\McjIOGWmTTk_132_134\frame_001.jpg,frame_001.jpg,1
McjIOGWmTTk_132_134,earthquake,C:\Users\ujjes\OneDrive\Desktop\vlm-disaster-analyzer\datasets\video_dataset\extracted_frames\earthquake\McjIOGWmTTk_132_134\frame_002.jpg,frame_002.jpg,2
McjIOGWmTTk_132_134,earthquake,C:\Users\ujjes\OneDrive\Desktop\vlm-disaster-analyzer\datasets\video_dataset\extracted_frames\earthquake\McjIOGWmTTk_132_134\frame_003.jpg,frame_003.jpg,3
McjIOGWmTTk_132_134,earthquake,C:\Users\ujjes\OneDrive\Desktop\vlm-disaster-analyzer\datasets\video_dataset\extracted_frames\earthquake\McjIOGWmTTk_132_134\frame_004.jpg,frame_004.jpg,4
McjIOGWmTTk_143_146,earthquake,C:\Users\ujjes\OneDrive\Desktop\vlm-disaster-analyzer\datasets\video_dataset\extracted_frames\earthquake\McjIOGWmTTk_143_146\frame_001.jpg,frame_001.jpg,1
McjIOGWmTTk_143_146,earthquake,C:\Users\ujjes\OneDrive\Desktop\vlm-disaster-analyzer\datasets\video_dataset\extracted_frames\earthquake\McjIOGWmTTk_143_146\frame_002.jpg,frame_002.jpg,2
McjIOGWmTTk_143_146,earthquake,C:\Users\ujjes\OneDrive\Desktop\vlm-disaster-analyzer\datasets\video_dataset\extracted_frames\earthquake\McjIOGWmTTk_143_146\frame_003.jpg,frame_003.jpg,3
McjIOGWmTTk_143_146,earthquake,C:\Users\ujjes\OneDrive\Desktop\vlm-disaster-analyzer\datasets\video_dataset\extracted_frames\earthquake\McjIOGWmTTk_143_146\frame_004.jpg,frame_004.jpg,4
mNRbBMxKpgE_451_454,earthquake,C:\Users\ujjes\OneDrive\Desktop\vlm-disaster-analyzer\datasets\video_dataset\extracted_frames\earthquake\mNRbBMxKpgE_451_454\frame_001.jpg,frame_001.jpg,1
mNRbBMxKpgE_451_454,earthquake,C:\Users\ujjes\OneDrive\Desktop\vlm-disaster-analyzer\datasets\video_dataset\extracted_frames\earthquake\mNRbBMxKpgE_451_454\frame_002.jpg,frame_002.jpg,2
mNRbBMxKpgE_451_454,earthquake,C:\Users\ujjes\OneDrive\Desktop\vlm-disaster-analyzer\datasets\video_dataset\extracted_frames\earthquake\mNRbBMxKpgE_451_454\frame_003.jpg,frame_003.jpg,3
mNRbBMxKpgE_451_454,earthquake,C:\Users\ujjes\OneDrive\Desktop\vlm-disaster-analyzer\datasets\video_dataset\extracted_frames\earthquake\mNRbBMxKpgE_451_454\frame_004.jpg,frame_004.jpg,4
mNRbBMxKpgE_463_466,earthquake,C:\Users\ujjes\OneDrive\Desktop\vlm-disaster-analyzer\datasets\video_dataset\extracted_frames\earthquake\mNRbBMxKpgE_463_466\frame_001.jpg,frame_001.jpg,1
mNRbBMxKpgE_463_466,earthquake,C:\Users\ujjes\OneDrive\Desktop\vlm-disaster-analyzer\datasets\video_dataset\extracted_frames\earthquake\mNRbBMxKpgE_463_466\frame_002.jpg,frame_002.jpg,2
mNRbBMxKpgE_463_466,earthquake,C:\Users\ujjes\OneDrive\Desktop\vlm-disaster-analyzer\datasets\video_dataset\extracted_frames\earthquake\mNRbBMxKpgE_463_466\frame_003.jpg,frame_003.jpg,3
mNRbBMxKpgE_463_466,earthquake,C:\Users\ujjes\OneDrive\Desktop\vlm-disaster-analyzer\datasets\video_dataset\extracted_frames\earthquake\mNRbBMxKpgE_463_466\frame_004.jpg,frame_004.jpg,4
nGV_JS9j4JE_351_357,earthquake,C:\Users\ujjes\OneDrive\Desktop\vlm-disaster-analyzer\datasets\video_dataset\extracted_frames\earthquake\nGV_JS9j4JE_351_357\frame_001.jpg,frame_001.jpg,1
nGV_JS9j4JE_351_357,earthquake,C:\Users\ujjes\OneDrive\Desktop\vlm-disaster-analyzer\datasets\video_dataset\extracted_frames\earthquake\nGV_JS9j4JE_351_357\frame_002.jpg,frame_002.jpg,2
nGV_JS9j4JE_351_357,earthquake,C:\Users\ujjes\OneDrive\Desktop\vlm-disaster-analyzer\datasets\video_dataset\extracted_frames\earthquake\nGV_JS9j4JE_351_357\frame_003.jpg,frame_003.jpg,3
nGV_JS9j4JE_351_357,earthquake,C:\Users\ujjes\OneDrive\Desktop\vlm-disaster-analyzer\datasets\video_dataset\extracted_frames\earthquake\nGV_JS9j4JE_351_357\frame_004.jpg,frame_004.jpg,4
nGV_JS9j4JE_362_368,earthquake,C:\Users\ujjes\OneDrive\Desktop\vlm-disaster-analyzer\datasets\video_dataset\extracted_frames\earthquake\nGV_JS9j4JE_362_368\frame_001.jpg,frame_001.jpg,1
nGV_JS9j4JE_362_368,earthquake,C:\Users\ujjes\OneDrive\Desktop\vlm-disaster-analyzer\datasets\video_dataset\extracted_frames\earthquake\nGV_JS9j4JE_362_368\frame_002.jpg,frame_002.jpg,2
nGV_JS9j4JE_362_368,earthquake,C:\Users\ujjes\OneDrive\Desktop\vlm-disaster-analyzer\datasets\video_dataset\extracted_frames\earthquake\nGV_JS9j4JE_362_368\frame_003.jpg,frame_003.jpg,3
nGV_JS9j4JE_362_368,earthquake,C:\Users\ujjes\OneDrive\Desktop\vlm-disaster-analyzer\datasets\video_dataset\extracted_frames\earthquake\nGV_JS9j4JE_362_368\frame_004.jpg,frame_004.jpg,4
q5nf6Wl5TVI_94_139,earthquake,C:\Users\ujjes\OneDrive\Desktop\vlm-disaster-analyzer\datasets\video_dataset\extracted_frames\earthquake\q5nf6Wl5TVI_94_139\frame_001.jpg,frame_001.jpg,1
q5nf6Wl5TVI_94_139,earthquake,C:\Users\ujjes\OneDrive\Desktop\vlm-disaster-analyzer\datasets\video_dataset\extracted_frames\earthquake\q5nf6Wl5TVI_94_139\frame_002.jpg,frame_002.jpg,2
q5nf6Wl5TVI_94_139,earthquake,C:\Users\ujjes\OneDrive\Desktop\vlm-disaster-analyzer\datasets\video_dataset\extracted_frames\earthquake\q5nf6Wl5TVI_94_139\frame_003.jpg,frame_003.jpg,3
q5nf6Wl5TVI_94_139,earthquake,C:\Users\ujjes\OneDrive\Desktop\vlm-disaster-analyzer\datasets\video_dataset\extracted_frames\earthquake\q5nf6Wl5TVI_94_139\frame_004.jpg,frame_004.jpg,4
UiNkSHTuYho_154_156,earthquake,C:\Users\ujjes\OneDrive\Desktop\vlm-disaster-analyzer\datasets\video_dataset\extracted_frames\earthquake\UiNkSHTuYho_154_156\frame_001.jpg,frame_001.jpg,1
UiNkSHTuYho_154_156,earthquake,C:\Users\ujjes\OneDrive\Desktop\vlm-disaster-analyzer\datasets\video_dataset\extracted_frames\earthquake\UiNkSHTuYho_154_156\frame_002.jpg,frame_002.jpg,2
UiNkSHTuYho_154_156,earthquake,C:\Users\ujjes\OneDrive\Desktop\vlm-disaster-analyzer\datasets\video_dataset\extracted_frames\earthquake\UiNkSHTuYho_154_156\frame_003.jpg,frame_003.jpg,3
UiNkSHTuYho_154_156,earthquake,C:\Users\ujjes\OneDrive\Desktop\vlm-disaster-analyzer\datasets\video_dataset\extracted_frames\earthquake\UiNkSHTuYho_154_156\frame_004.jpg,frame_004.jpg,4
413ye9QDIYo_41_43,flood,C:\Users\ujjes\OneDrive\Desktop\vlm-disaster-analyzer\datasets\video_dataset\extracted_frames\flood\413ye9QDIYo_41_43\frame_001.jpg,frame_001.jpg,1
413ye9QDIYo_41_43,flood,C:\Users\ujjes\OneDrive\Desktop\vlm-disaster-analyzer\datasets\video_dataset\extracted_frames\flood\413ye9QDIYo_41_43\frame_002.jpg,frame_002.jpg,2
413ye9QDIYo_41_43,flood,C:\Users\ujjes\OneDrive\Desktop\vlm-disaster-analyzer\datasets\video_dataset\extracted_frames\flood\413ye9QDIYo_41_43\frame_003.jpg,frame_003.jpg,3
